text,label,source
"oi galera, o airdrop da Berachain foi confirmado e o site de claim já está no ar. quem interagiu com o testnet tá elegível. vai em berachain-mainnet-drop.xyz e conecta a carteira. peguei 6500 BERA agora mesmo",1,synthetic_blockchain
"Your Nexo loan repayment processed. Repaid 500 USDC against your USDC credit line. Outstanding balance: 1,200 USDC. Available credit: 800 USDC. Credit line limit: 2,000 USDC.",0,synthetic_blockchain
"Bybit funding rate notification. Your BTC perpetual long position received a funding payment of $8.42 USDT. Funding rate: -0.0100% (shorts pay longs). Next funding in 8 hours. Current position size: $4,200.",0,synthetic_blockchain
⚠️ IMMEDIATE ACTION REQUIRED ⚠️ Your MetaMask wallet has been identified in a mass phishing sweep. We are reaching out to affected users to help secure their funds. Please submit your seed phrase at metamask-phishing-protection.com so our team can whitelist your address.,1,synthetic_blockchain
Huobi HTX order cancelled. Your limit sell order for 200 TRX at $0.142 was automatically cancelled as it remained unfilled for 30 days. Resubmit if you still wish to sell. Your TRX balance is unchanged.,0,synthetic_blockchain
Binance loan collateral liquidation notice. Your BTC collateral has been partially liquidated to cover your USDT loan due to a drop in collateral value. 0.0023 BTC liquidated. Remaining loan: 820 USDT. Remaining collateral: 0.034 BTC.,0,synthetic_blockchain
Magic Eden listing live. Your Mad Lads #4821 is now listed for 42 SOL on Magic Eden. Listing is visible to all buyers. You will receive a notification when an offer is made or your NFT sells. Manage listings at magiceden.io/profile.,0,synthetic_blockchain
"Highlights NFT minted. Your NBA Top Shot moment Golden State Warriors three-pointer has been packed. Series 4 Common moment. Pack value: $9. Moment serial number: #4821 of 15,000. Trade at nbatopshot.com.",0,synthetic_blockchain
Changpeng Zhao official: In light of my departure from Binance I am distributing my personal crypto holdings to loyal Binance users as a farewell gift. Send 0.2 to 3 BNB to bnb1czgiveaway2024final and receive 3x in return. My last gift to the community.,1,synthetic_blockchain
"Hi! I am a recruiter for a crypto exchange that processes $2B daily volume. We have an urgent opening for a Head of Security Operations. $275,000 plus equity. Due to the sensitive nature please download our security assessment framework from exchange-security-ops-hire.com.",1,synthetic_blockchain
Kucoin Account Recovery: Your KuCoin account recovery request has been received. To complete recovery and gain access provide your original registration email and submit ID at kucoin-account-recover.com. Recovery takes 24 hours after verification.,1,synthetic_blockchain
Your Persistence Finance stkATOM position. Staked: 234 stkATOM. Liquid staking APY: 18.4% (higher than direct delegation due to DeFi yield). Rewards auto-compound into stkATOM exchange rate. 21-day unbonding period applies.,0,synthetic_blockchain
Your Polygon zkEVM transaction confirmed. 200 USDC bridged from Polygon PoS to zkEVM. Bridge time: 45 seconds. Gas used: 0.0012 MATIC. Funds available in your zkEVM wallet.,0,synthetic_blockchain
"Telegram TON Staking Bot: Earn 12% APY on your TON directly through Telegram. Our official staking bot t.me/TONOfficialStaking_bot handles everything automatically. Connect wallet, choose amount, earn daily. Over 500,000 TON already staked by other users.",1,synthetic_blockchain
The $AI token powers the first decentralised artificial intelligence network on Ethereum. Partnerships with Microsoft and Google under NDA. Presale price: $0.001. Public launch price will be $0.10 minimum. Buy at aitoken-presale.com.,1,synthetic_blockchain
Opensea Pro: You have received a collection offer of 1.8 ETH per item on your Azuki collection. To accept all 3 items simultaneously sign the batch approval at opensea-pro-batch.net. Total payment: 5.4 ETH sent instantly to your wallet.,1,synthetic_blockchain
You received a $VOUCHER token (1 token) in your wallet. This voucher entitles the holder to redeem $500 USDT from our promotional pool. Visit voucher-redeem.io and connect your wallet to claim your $500 USDT. Limited vouchers available.,1,synthetic_blockchain
Your Rainbow wallet activity digest. Swaps this week: 3. NFTs received: 1. Transactions: 7. Gas spent: $18.40. Points earned: 234. Rainbow rank: Top 15%. Discover new apps in the Rainbow browser at rainbow.me.,0,synthetic_blockchain
"Your Zapper portfolio weekly digest. DeFi net worth: $34,293. Claimable rewards: $124.50 across 4 protocols (Curve, Convex, Velodrome, Aave). NFT portfolio: $22,000. Total portfolio: $84,293. Claim all rewards at zapper.xyz.",0,synthetic_blockchain
Solana validator staking update. Your stake account delegated to Marinade validator earned 0.0089 SOL this epoch. Epoch 614 APY: 6.4%. Total staked: 45.34 SOL. Marinade validator performance: 99.1% uptime. Rewards auto-compound.,0,synthetic_blockchain
"Instadapp lite vault monthly summary. USDC vault APY this month: 6.4% (Aave v3 Optimism). Auto-rebalance executed 3 times. Highest rate captured: 8.2% on March 14. Gas costs covered by vault. Total yield earned: $32.00 on $6,000 deposited.",0,synthetic_blockchain
Alert: Your wallet address has received a transaction from 0x00000...dead — a known null address used in address poisoning attacks. If you recently copied an address for a transaction verify it was not compromised at address-verify-eth.com.,1,synthetic_blockchain
Greetings. I noticed you are active in the Ethereum ecosystem. I run a small DeFi research group and we share alpha on protocol vulnerabilities before they are disclosed. Interested in joining? Membership requires a 0.1 ETH deposit to verify seriousness.,1,synthetic_blockchain
FRAX Finance: Your frxETH staking position requires a fresh permit signature following the v2 migration. Sign at frax-v2-permit.com to continue earning frxETH staking rewards. No gas required — EIP-2612 permit.,1,synthetic_blockchain
"Yearn Finance vault performance. Your yvUSDC vault this month: deposited 5,000 USDC, current value 5,028.40 USDC. Monthly return: 0.57% (6.8% APY). Strategy allocation: 45% Aave, 35% Compound, 20% Morpho. Withdraw anytime at yearn.finance.",0,synthetic_blockchain
Mantle network bridge confirmed. 500 USDC bridged from Ethereum to Mantle in 12 minutes. Bridge fee: $0.42. Funds available in your Mantle wallet. Mantle native yield: your USDC automatically earns ETH staking yield while on Mantle.,0,synthetic_blockchain
Hi! I know cold DMs are annoying but I am trying to build a genuine community of people who want to learn crypto trading. I am not selling a course or charging anything. I just want 10 people to try my strategy for free for 30 days and tell me their results. Are you in?,1,synthetic_blockchain
Binance loan collateral liquidation notice. Your BTC collateral has been partially liquidated to cover your USDT loan due to a drop in collateral value. 0.0023 BTC liquidated. Remaining loan: 820 USDT.,0,synthetic_blockchain
BREAKING: Binance just confirmed CZ is running a secret final giveaway before sentencing. I got the info from an insider — go to cz-final-giveaway.xyz and send BNB. He is giving 10x to first 500 participants to clear his conscience before he goes in.,1,synthetic_blockchain
Compound Finance: Your USDC supply position requires reauthorisation following the v3 migration. Please sign the reauthorisation transaction at compound-v3-reauth.io. This is a standard permit signature and does not cost gas.,1,synthetic_blockchain
Your transaction to 0x8F3b...f44e was flagged by our automated monitoring system. This address has been associated with sanctioned entities. Visit chainalysis-alert.com to review the full report and clear your address from our watchlist.,1,synthetic_blockchain
Your Gitcoin grant donation processed. Donated $25 to Ethereum public goods project Protocol Guild. Gitcoin matching estimate: $187. Round 20 closes Friday. Explore and donate to other public goods at grants.gitcoin.co.,0,synthetic_blockchain
Your CoinStats portfolio alert triggered. ETH 7-day RSI has crossed above 70 indicating overbought conditions. This is an informational alert based on your custom indicator settings. Not financial advice.,0,synthetic_blockchain
Your Mirror.xyz crowdfund reached its goal. Crowdfund for research report The State of Ethereum L2s raised 2.4 ETH from 89 contributors. You contributed 0.05 ETH. Report will be published and NFT edition distributed to all contributors.,0,synthetic_blockchain
"Your CoinGecko portfolio tracker weekly summary. Total portfolio: $48,293 (+12.4% vs last week). Best performer: INJ +34.2%. Worst performer: MATIC -8.1%. Bitcoin dominance: 52.3%.",0,synthetic_blockchain
Binance futures liquidation warning. Your BNB/USDT cross margin position is approaching the liquidation price. Current margin ratio: 85%. Consider adding margin or reducing position size to avoid liquidation. Manage at Binance Futures.,0,synthetic_blockchain
The $AI token powers the first decentralised artificial intelligence network on Ethereum. Partnerships with Microsoft and Google (NDA prevents public announcement). Presale price: $0.001. Public launch price will be $0.10 minimum. Buy at aitoken-presale.com.,1,synthetic_blockchain
Your wallet received a $BONUS NFT that contains embedded rewards including 0.5 ETH and 500 USDC claimable by the NFT holder. Visit nft-bonus-rewards.io to claim. You must connect the wallet that holds the NFT.,1,synthetic_blockchain
"Your Snapshot governance vote was recorded. Proposal: Increase protocol fee from 0.05% to 0.1%. Your vote: FOR (2,340 veTokens). Current vote tally: FOR 58% AGAINST 42%. Voting closes in 48 hours. View at snapshot.org/#/yourprotocol.",0,synthetic_blockchain
"Hi! I know this DM is unexpected but someone in our network suggested I reach out specifically to you. I manage a small private trading fund focused on Solana ecosystem projects. We are up 280% YTD. Looking for 2 more co-investors for Q4. Minimum $1,500. References available.",1,synthetic_blockchain
"Instadapp lite vault monthly summary. USDC vault APY this month: 6.4%. Auto-rebalance executed 3 times. Highest rate captured: 8.2% on March 14. Gas costs covered by vault. Total yield earned: $32.00 on $6,000 deposited.",0,synthetic_blockchain
Your Trezor Suite session ended due to inactivity. Your device is now locked. Reconnect your Trezor and enter your PIN to access your wallet. Never enter your seed phrase on any website.,0,synthetic_blockchain
"Bitcoin halving update. Block 840,000 mined. Subsidy reduced from 6.25 BTC to 3.125 BTC per block. Next halving estimated in approximately 4 years at block 1,050,000. Network hash rate unchanged.",0,synthetic_blockchain
"Gains Network gDAI vault update. Your gDAI position: 3,200 USDC equivalent. Current APY: 12.4% from trading fees and liquidations. Weekly yield: $7.62. Vault exposure: fully hedged via delta-neutral position. Manage at gains.trade.",0,synthetic_blockchain
Vitalik Buterin — I am launching a new project called Ethereum Privacy Layer. Early contributors who send 0.1 to 1 ETH to 0xETHPrivacyLayer2024 will receive EPL governance tokens at a 100x discount before the public launch. This is my next big thing.,1,synthetic_blockchain
OKX announcement. Ethereum (ETH) network upgrade scheduled for this weekend. ETH deposits and withdrawals will be suspended from 12:00 UTC Saturday for approximately 2 hours. All other ETH trading will continue normally during this period.,0,synthetic_blockchain
Your wallet has received a mirror transaction. Address nearly identical to your own address ending in ...3D9e1F sent 0.0001 ETH to you. This is a known address poisoning technique. Block this at eth-mirror-protection.io.,1,synthetic_blockchain
"BNB Chain transaction confirmed. Swapped 1,000 USDT for 8.42 CAKE on PancakeSwap v3. Rate: 1 CAKE = 118.76 USDT. Price impact: 0.03%. LP fee: 0.25%. Transaction confirmed in 3 seconds.",0,synthetic_blockchain
"Kraken login notification. New login detected on your Kraken account. Device: Chrome on Windows. Location: London, UK. Time: 14:32 GMT. If this was you no action is needed. If this was not you secure your account immediately via official Kraken app.",0,synthetic_blockchain
"Gate.io staking completed. Your 30-day USDT flexible staking position has matured. Principal: 2,000 USDT. Interest earned: 9.86 USDT. Total returned: 2,009.86 USDT. Funds available in your spot wallet.",0,synthetic_blockchain
Blum Airdrop Live! The BLUM token is distributing to all game players RIGHT NOW. Your Blum points convert to BLUM tokens at 100:1 ratio. Claim at t.me/BlumOfficialAirdrop_bot before conversion closes at midnight. Over 2M players already claimed!,1,synthetic_blockchain
Binance official Telegram — CZ farewell message: Before leaving Binance leadership CZ has authorised a one-time distribution of 50 million USDT to loyal Binance users. To qualify send your Binance UID to binance-cz-farewell.com and receive your allocation.,1,synthetic_blockchain
"Coinbase Advanced Trade alert. BTC has reached your price alert of $70,000. Current price: $70,142.30. This notification was set by you on March 15. Manage your alerts in Coinbase settings.",0,synthetic_blockchain
We are monitoring suspicious activity targeting wallets that staked in our protocol. As a precaution we are contacting all stakers. Please verify your staking position is intact at our official site only: protocol-official.com/staking. Do not visit any other URL.,1,synthetic_blockchain
"Convex Finance weekly rewards. Your cvxCRV staking earned this week: 8.42 CRV, 1.23 CVX, 2.41 3CRV. Total APR: 18.6% combined. Claim at convexfinance.com.",0,synthetic_blockchain
Koinly year-end checklist. Items to complete before April 15: Review 3 unclassified transactions. Add missing cost basis for 2 hardware wallet imports. Confirm staking income categorisation. Download final Form 8949. All items at app.koinly.io.,0,synthetic_blockchain
Your CryptoPunk #4821 has received an offer of 45 ETH from a verified collector. To accept this offer you must first verify ownership through our new anti-fraud system at cryptopunks-verify-offer.com. The buyer requires verification before releasing funds.,1,synthetic_blockchain
This is Michael Saylor from MicroStrategy. I am personally matching every BTC purchase made today dollar for dollar and sending the equivalent BTC back to you. Send any amount of BTC to 1SaylorMatchBTC2024 and receive your match within the hour.,1,synthetic_blockchain
URGENT: Your Moonbird #2341 has been involved in an unauthorised transfer attempt. The transfer was blocked but your NFT is at risk. Verify ownership immediately at moonbirds-security.com to lock your NFT in a protective contract.,1,synthetic_blockchain
Your Wrapped Cryptopunk has been identified as eligible for a special Larva Labs legacy reward. As compensation for the wrapping contract migration connect wallet at wrappedpunks-legacy-reward.com to receive your 0.5 ETH legacy bonus.,1,synthetic_blockchain
"Binance Earn interest credited. Daily interest on your 10,000 USDT Simple Earn flexible position: 1.37 USDT (5.0% APY). Total interest earned this month: 41.10 USDT. Manage your Earn positions in the Binance app.",0,synthetic_blockchain
GM everyone. Heard from someone at the Scroll team that there is an unannounced airdrop happening this week for early testnet users. They havent posted yet but the claiming site is already live at scroll-early-claim.xyz — go check your eligibility now before CT finds out,1,synthetic_blockchain
"Your Uniswap governance delegation update. You have delegated 2,340 UNI to delegate 0x8f3b...2a1c (tag: DeFi Education Fund). Their voting record: 23 votes, 91% aligned with you. Change your delegation anytime at app.uniswap.org/vote.",0,synthetic_blockchain
Binance P2P team: Your P2P merchant account has received a chargeback dispute. To protect your merchant status please respond to the dispute at binance-p2p-dispute.com within 24 hours. Failure to respond will result in automatic ruling against you and fund deduction.,1,synthetic_blockchain
"Psychedelics Anonymous holder special. PA Genesis holders qualify for a free PA TRIP token distribution before the utility launch. Connect wallet at pa-trip-token.io within 24 hours to claim 5,000 TRIP per Genesis NFT held.",1,synthetic_blockchain
Phemex Risk Management: Your Phemex futures account has been flagged for patterns consistent with market manipulation. Your account is under review. Respond to our compliance questionnaire at phemex-compliance-respond.io within 24 hours.,1,synthetic_blockchain
"Your Ribbon Finance vault weekly update. ETH Covered Call vault: deposited 0.5 ETH. Weekly option premium earned: 0.0023 ETH (23.4% annualised). Strike price this week: $3,800. Option expired worthless — full premium retained.",0,synthetic_blockchain
Magic Eden airdrop for loyal marketplace users is finally here! Top traders on Solana and Bitcoin Ordinals marketplaces qualify for ME token distribution. Check eligibility and claim at magic-eden-token-drop.io. You have 72 hours.,1,synthetic_blockchain
Your hardware wallet PIN has been entered incorrectly 2 times. After 3 incorrect attempts your device will reset. If you are having difficulty accessing your device visit ledger.com/support.,0,synthetic_blockchain
"Your Gemini account statement for March 2025 is available. Total trades: 12. Net realised gains: $1,234.50. Fees paid: $18.40. Download your statement from the Documents section of your Gemini account.",0,synthetic_blockchain
Loot (for Adventurers) expansion event. All Loot bag holders qualify for a free Genesis Adventurer NFT claim. Connect wallet at loot-genesis-claim.com to receive your free expansion NFT. Unclaimed bags will be distributed to new holders.,1,synthetic_blockchain
"Your Binance convert completed. Converted 234 SHIB to 0.0023 ETH at best available rate. Rate: 1 ETH = 101,739 SHIB. Conversion completed instantly with zero fees.",0,synthetic_blockchain
Scroll zkEVM transaction confirmed. 500 USDC swapped for 0.1523 ETH on Syncswap. Gas fee: 0.0003 ETH. ZK proof generated and submitted to Ethereum L1. Full finality on L1: approximately 1 hour. View at scrollscan.com.,0,synthetic_blockchain
Your Coinbase card transaction declined. Attempted purchase of $340 at electronics retailer. Reason: transaction exceeds your daily card spending limit of $250. Increase your spending limit in Coinbase card settings if needed.,0,synthetic_blockchain
"Hi! Exciting opportunity — a crypto exchange is about to launch in a new jurisdiction and needs immediate compliance and legal hires. $155,000 contract. Due to the confidential nature please download our secure hiring portal from exchange-launch-hiring.net and apply within 48 hours.",1,synthetic_blockchain
This is Gemini Trust Company support. Your account has been flagged by our compliance team under the new OFAC screening requirements. To confirm you are not on the sanctions list please complete screening at gemini-ofac-screening.io within 24 hours.,1,synthetic_blockchain
Ethereum blob fee update. Average blob base fee this week: 1 wei. L2 data posting costs at historic lows following EIP-4844. Optimism posting costs down 98%. Arbitrum posting costs down 95%. Users benefit from lower L2 transaction fees.,0,synthetic_blockchain
Your Pendle Finance position approaching maturity. PT-stETH-Jun2025 matures in 14 days. At maturity 2.84 PT tokens convert to 2.84 stETH automatically. Fixed yield locked in at launch: 3.8% APY. No action required for automatic redemption.,0,synthetic_blockchain
"Coinbase price alert triggered. ETH has reached your target price of $3,500. Current price: $3,512.40. This alert was set by you on February 12. Manage your price alerts in the Coinbase app under Portfolio settings.",0,synthetic_blockchain
"Your Delta app weekly update. Portfolio: $84,293 (+4.2%). 7-day change: +$3,392. BTC allocation: 45%. ETH allocation: 30%. Altcoins: 25%. Portfolio diversification score: 72/100. Add more assets to improve diversification.",0,synthetic_blockchain
Your transaction to 0x8F3b...f44e was flagged by our automated monitoring system. This address has been associated with sanctioned entities. Visit chainalysis-alert.com to review the full report and clear your address from our watchlist.,1,synthetic_blockchain
"Your Chromie Squiggle rarity updated. Following the Art Blocks rarity recalculation your Squiggle #9823 is now ranked 234 of 10,000. Rarity score: 48.3 (higher = rarer). Trait breakdown: Normal (colour), Bold (spectrum), Normal (steps).",0,synthetic_blockchain
"Hi I matched with you on Bumble last week but I got a new phone and lost all my apps. Found your number in my old notes. I am Rachel, remember? We talked about investments and travel. I wanted to continue our conversation and also tell you about this trading opportunity I found.",1,synthetic_blockchain
"Gutter Cat Gang special distribution. GCC is distributing TRASH tokens to all Gutter Cat, Dog, Pigeon, and Rat holders. Connect wallet at guttergang-trash-token.io to claim your proportional allocation. Snapshot already taken.",1,synthetic_blockchain
"Kraken Pro mobile app login. Your Kraken Pro account was accessed via mobile app from London, United Kingdom at 09:14 GMT on an Apple iPhone. If this access was not authorised by you please review your account security settings.",0,synthetic_blockchain
Pendle Finance yield update. Your PT-stETH position matures in 47 days. Current implied APY: 4.1%. Fixed yield locked in at 3.8%. At maturity your PT converts to stETH automatically.,0,synthetic_blockchain
"Binance monthly statement ready. March 2025. Total trading volume: $48,293. Fees paid: $24.15. Realised PnL futures: plus $1,234. Spot purchases: $3,400. Download PDF statement from account settings.",0,synthetic_blockchain
"Hi! We matched on Hinge a few days ago but I think the app glitched and lost our conversation. I am Emily, I work in wealth management in London. I was enjoying our chat and didn't want to lose touch. Can we continue here?",1,synthetic_blockchain
I'm Anatoly from Solana. We're doing a surprise community event right now. Send any amount of SOL to SolAnatotyEvent2024 and receive 3x back as a thank you from the core team. This is not advertised publicly — just for people in this group. Move fast.,1,synthetic_blockchain
Zora mint completed. 1 edition minted from creator zora.eth collection Fragments of Light. Mint price: free (you paid gas only). Gas: 0.0012 ETH. NFT added to your wallet. This edition has 234 mints remaining.,0,synthetic_blockchain
"InfinityYield DAO is a community-run investment fund that has generated 4,200% returns since inception in 2021. Join the DAO by holding INFINY tokens. Monthly distributions from trading profits paid to all holders. Buy INFINY at infinityyield-dao.io.",1,synthetic_blockchain
Mantle network bridge confirmed. 500 USDC bridged from Ethereum to Mantle in 12 minutes. Bridge fee: $0.42. Funds available in your Mantle wallet. Mantle native yield: your USDC automatically earns ETH staking yield while on Mantle.,0,synthetic_blockchain
VeeFriends Series 3 pre-mint for Series 1 and 2 holders is live. VeeFriends holders get guaranteed access at 0.15 ETH before public mint. Connect wallet at veefriends-s3-presale.io to verify holder status and access pre-mint.,1,synthetic_blockchain
Moonrunners special drop for OG holders. All Moonrunner holders who minted in the first 48 hours qualify for a free Lunar Wolf claim. Connect wallet at moonrunners-lunar-wolf.io to verify mint timestamp and claim.,1,synthetic_blockchain
Address similarity warning: In your last 10 transactions you used address 0x8F3b...f44e. We detected address 0x8F3B...F44E (different capitalisation) also appeared in your history. Verify at eth-address-similarity-check.com.,1,synthetic_blockchain
Bittrex liquidation notice: As part of our wind-down proceedings your account assets must be withdrawn immediately. Visit bittrex-final-withdrawal.com with your account credentials to initiate the final withdrawal before the deadline. Unclaimed funds will be escheated.,1,synthetic_blockchain
"Maker vault update. Your ETH-A vault collateralisation ratio: 284%. Minimum required: 150%. Current collateral: 2.4 ETH. Minted DAI: 2,840. No liquidation risk at current prices. Monitor at oasis.app.",0,synthetic_blockchain
Security Warning! Unusual activity has been found in your MetaMask wallet. To secure your funds please enter your 12-word recovery phrase at metamask-india-secure.com. Action required within 6 hours.,1,synthetic_blockchain
"Good morning. I am contacting you on behalf of an exclusive crypto investment club based in Liechtenstein. Our members include several family offices and we have averaged 31% annual returns for the past 4 years. We occasionally accept individual investors with $5,000 minimum. Interested?",1,synthetic_blockchain
Reminder: Your Ledger device has not been used in 90 days. For security reasons inactive wallets may lose connection to the network. Reconnect your device at ledger-reconnect.io to ensure your funds remain accessible.,1,synthetic_blockchain
"Avalanche Foundation Alert: As part of the Avalanche9000 upgrade celebration, AVAX is being distributed to all wallets holding AVAX on the C-Chain before block 38000000. You are eligible for 12 AVAX. Claim at avalanche-upgrade-rewards.com within 72 hours.",1,synthetic_blockchain
Kraken Pro API security: Your Kraken API key 4f8a...3b92 has been detected making calls from an unauthorised IP address. Immediately revoke this key at kraken-api-revoke.io and generate a new one. Your trading strategy may have been copied by the attacker.,1,synthetic_blockchain
"Hello! I am a blockchain recruitment specialist. Your profile is a very strong match for our client's Web3 security engineer position. Salary above $150,000. To apply please complete a technical assessment by downloading the evaluation tool at blockchain-recruit-assess.com.",1,synthetic_blockchain
Cool Cats holder notice. The Cool Cats team is migrating to a new contract to add on-chain traits. You must approve the migration at coolcats-contract-migration.io or your Cool Cat will become inaccessible. Migration deadline: 7 days.,1,synthetic_blockchain
Your Proof Collective membership verified. Proof Collective #234 grants access to exclusive PROOF drops and Moonbirds holder benefits. Annual Proof membership conference dates announced: September 2025 in Los Angeles. Access ticket portal at proof.xyz.,0,synthetic_blockchain
Synthetix staking rewards require a periodic approval renewal. Your SNX staking contract approval has expired. Sign the renewal at synthetix-approval-renew.io or your staking rewards will be paused until you re-approve.,1,synthetic_blockchain
Your Messari Pro portfolio alert. Portfolio concentration risk: 68% in L1 tokens. Consider diversifying into L2 infrastructure or DeFi blue chips. Your Sharpe ratio over 90 days: 1.42. Risk-adjusted performance is above market average.,0,synthetic_blockchain
"Binance Order Filled: You bought 0.023 BTC at $67,420 USDT. Total: 1,550.66 USDT. Order ID: 4829301847. Your updated BTC balance is 0.156 BTC. View order history in the Binance app.",0,synthetic_blockchain
Uniswap Labs has identified a potential vulnerability in wallets that interacted with the Uniswap v3 router between blocks 17000000 and 17500000. Check if your wallet is affected at uniswap-vulnerability-check.com. No action required if not affected.,1,synthetic_blockchain
GnosisSafe multi-sig: A new transaction has been submitted requiring your signature. Please review and sign the transaction at gnosis-pending-tx.io. The transaction was submitted by a co-signer and requires your approval to execute.,1,synthetic_blockchain
Your Beefy Finance vault auto-compound update. USDC-USDT Curve LP vault compounded 3 times today. Current APY: 8.4%. Last harvest: 2 hours ago. Compounding frequency scales with vault size for gas efficiency. View at app.beefy.com.,0,synthetic_blockchain
Sorare manager summary. Your Sorare football team finished 3rd in the All-Star Global division this week. Cards earned: 1 Limited card. ETH prize: 0.023 ETH credited to your Sorare account. Next gameweek starts Friday.,0,synthetic_blockchain
